id_cliente,credit_aprobado,línea_credito_potencial,delegacion,estado_civil,saldo_promedio,tipo_cuenta,total_depositos
98551,0.0,387303.9627,Miguel Hidalgo,casado/a,383469.27,Ahorro,2
98582,1.0,276683.892,Miguel Hidalgo,casado/a,230569.91,Ahorro,2
98648,1.0,255974.112,Tlalpan,casado/a,213311.76,Ahorro,2
98784,0.0,26057.1516,Gustavo A. Madero,soltero/a,25799.16,Ahorro,2
98842,1.0,388808.484,Coyoacan,viudo/a,324007.07,Ahorro,2
98897,1.0,643171.1399999999,Milpa Alta,viudo/a,535975.95,Ahorro,2
99333,0.0,97491.3509,Alvaro Obregon,soltero/a,96526.09,Ahorro,2
99373,1.0,935772.048,Alvaro Obregon,soltero/a,779810.04,Ahorro,2
99688,0.0,129323.43,Gustavo A. Madero,viudo/a,128043.0,Ahorro,2
99870,1.0,267776.244,Gustavo A. Madero,casado/a,223146.87,Ahorro,2
99926,0.0,875155.0919,Tlahuac,casado/a,866490.19,Ahorro,2
99944,0.0,592363.1921,Iztapalapa,soltero/a,586498.21,Ahorro,2
